Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",https://github.com/Significant-Gravitas/AutoGPT,16-03-2023,711,23-02-2025,1,Python,2589,42,3141,2975
bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",https://github.com/twbs/bootstrap,29-07-2011,4959,22-02-2025,2,JavaScript,8845,89,22621,22125
flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,https://github.com/flutter/flutter,06-03-2015,3643,23-02-2025,1,Dart,40933,7,103575,90576
vscode,Visual Studio Code,https://github.com/microsoft/vscode,03-09-2015,3462,24-02-2025,0,TypeScript,31354,156,190789,182092
gitignore,A collection of useful .gitignore templates,https://github.com/github/gitignore,08-11-2010,5222,21-02-2025,3,N/A,1575,0,0,0
Python-100-Days,Python - 100天从新手到大师,https://github.com/jackfrued/Python-100-Days,01-03-2018,2552,18-02-2025,6,Jupyter Notebook,13,0,662,114
the-book-of-secret-knowledge,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",https://github.com/trimstray/the-book-of-secret-knowledge,23-06-2018,2438,19-11-2024,97,N/A,122,0,0,0
the-art-of-command-line,"Master the command line, in one page",https://github.com/jlevy/the-art-of-command-line,20-05-2015,3568,25-06-2024,244,N/A,317,0,254,136
stable-diffusion-webui,Stable Diffusion web UI,https://github.com/AUTOMATIC1111/stable-diffusion-webui,22-08-2022,917,18-02-2025,6,Python,1871,27,7750,5447
JavaGuide,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！,https://github.com/Snailclimb/JavaGuide,07-05-2018,2485,23-02-2025,1,Java,1139,0,1073,1008
javascript,JavaScript Style Guide,https://github.com/airbnb/javascript,01-11-2012,4498,09-12-2024,77,JavaScript,811,0,1347,1252
transformers,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",https://github.com/huggingface/transformers,29-10-2018,2310,22-02-2025,2,Python,14617,180,16712,15716
awesome-go,"A curated list of awesome Go frameworks, libraries and software",https://github.com/avelino/awesome-go,06-07-2014,3886,21-02-2025,3,Go,3396,0,669,664
youtube-dl,Command-line program to download videos from YouTube.com and other video sites,https://github.com/ytdl-org/youtube-dl,31-10-2010,5230,07-02-2025,17,Python,1639,341,26688,22998
next.js,The React Framework,https://github.com/vercel/next.js,05-10-2016,3064,24-02-2025,0,JavaScript,20934,1000,22416,19744
ollama,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",https://github.com/ollama/ollama,26-06-2023,609,24-02-2025,0,Go,2008,115,6082,4702
fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. ",https://github.com/labuladong/fucking-algorithm,19-02-2020,1832,31-01-2025,24,Markdown,238,1,882,878
go,The Go programming language,https://github.com/golang/go,19-08-2014,3842,23-02-2025,1,Go,1,0,65583,56422
30-seconds-of-code,Coding articles to level up your development skills,https://github.com/Chalarangelo/30-seconds-of-code,29-11-2017,2644,23-02-2025,1,JavaScript,821,11,296,296
tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,https://github.com/yangshun/tech-interview-handbook,05-07-2016,3156,08-10-2024,139,TypeScript,466,0,107,70
Microsoft-Activation-Scripts,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, KMS38, and Online KMS activation methods, along with advanced troubleshooting.",https://github.com/massgravel/Microsoft-Activation-Scripts,12-01-2020,1870,23-02-2025,1,Batchfile,6,19,576,574
awesome-chatgpt-prompts,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,https://github.com/f/awesome-chatgpt-prompts,05-12-2022,812,19-02-2025,5,HTML,158,0,0,0
react-native,A framework for building native applications using React,https://github.com/facebook/react-native,09-01-2015,3699,23-02-2025,1,C++,886,375,26655,26064
scrcpy,Display and control your Android device,https://github.com/Genymobile/scrcpy,21-11-2017,2652,22-02-2025,2,C,109,44,5226,3017
electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",https://github.com/electron/electron,12-04-2013,4336,23-02-2025,1,C++,21572,1000,20548,19694
PowerToys,Windows system utilities to maximize productivity,https://github.com/microsoft/PowerToys,01-05-2019,2126,23-02-2025,1,C#,5082,109,31582,25754
kubernetes,Production-Grade Container Scheduling and Management,https://github.com/kubernetes/kubernetes,06-06-2014,3916,24-02-2025,0,Go,60736,722,46686,44798
free-programming-books-zh_CN,:books: 免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,04-11-2013,4130,15-07-2024,224,N/A,282,3,0,0
d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",https://github.com/d3/d3,27-09-2010,5264,25-01-2025,30,Shell,491,194,2224,2215
node,Node.js JavaScript runtime ✨🐢🚀✨,https://github.com/nodejs/node,26-11-2014,3743,24-02-2025,0,JavaScript,9775,429,18798,17163
hello-algo,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version ongoing",https://github.com/krahets/hello-algo,04-11-2022,843,15-02-2025,9,Java,900,9,253,235
axios,Promise based HTTP client for the browser and node.js,https://github.com/axios/axios,18-08-2014,3843,18-02-2025,6,JavaScript,935,87,4758,4196
three.js,JavaScript 3D Library.,https://github.com/mrdoob/three.js,23-03-2010,5452,23-02-2025,1,JavaScript,13713,165,12849,12427
create-react-app,Set up a modern web app by running one command.,https://github.com/facebook/create-react-app,17-07-2016,3144,15-02-2025,9,JavaScript,1949,83,8371,6560
TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://github.com/microsoft/TypeScript,17-06-2014,3905,24-02-2025,0,TypeScript,14547,206,41719,36188
deno,A modern runtime for JavaScript and TypeScript.,https://github.com/denoland/deno,15-05-2018,2477,24-02-2025,0,Rust,12379,312,12117,10146
nodebestpractices,:white_check_mark:  The Node.js best practices list (July 2024),https://github.com/goldbergyoni/nodebestpractices,15-09-2017,2719,04-07-2024,235,Dockerfile,765,0,325,284
rust,Empowering everyone to build reliable and efficient software.,https://github.com/rust-lang/rust,16-06-2010,5367,24-02-2025,0,Rust,61375,135,56690,46697
yt-dlp,A feature-rich command-line audio/video downloader,https://github.com/yt-dlp/yt-dlp,26-10-2020,1582,23-02-2025,1,Python,2537,104,8727,7222
langchain,🦜🔗 Build context-aware reasoning applications,https://github.com/langchain-ai/langchain,17-10-2022,861,23-02-2025,1,Jupyter Notebook,13214,806,8216,7869
HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",https://github.com/521xueweihan/HelloGitHub,04-05-2016,3218,27-01-2025,28,Python,17,51,2751,2559
terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",https://github.com/microsoft/terminal,11-08-2017,2754,22-02-2025,2,C++,4029,128,13120,11517
angular,Deliver web apps with confidence 🚀,https://github.com/angular/angular,18-09-2014,3812,21-02-2025,3,TypeScript,3698,407,28760,27245
material-ui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,https://github.com/mui/material-ui,18-08-2014,3843,21-02-2025,3,TypeScript,19894,521,19831,18156
godot,Godot Engine – Multi-platform 2D and 3D game engine,https://github.com/godotengine/godot,04-01-2014,4069,23-02-2025,1,C++,36277,58,55171,43809
ant-design,An enterprise-class UI design language and React UI library,https://github.com/ant-design/ant-design,24-04-2015,3594,24-02-2025,0,TypeScript,14993,690,30923,29711
excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,https://github.com/excalidraw/excalidraw,02-01-2020,1880,24-02-2025,0,TypeScript,3558,13,3866,2195
clean-code-javascript,Clean Code concepts adapted for JavaScript,https://github.com/ryanmcdermott/clean-code-javascript,25-11-2016,3013,29-07-2024,210,JavaScript,149,0,234,163
free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",https://github.com/ripienaar/free-for-dev,18-03-2015,3631,21-02-2025,3,HTML,2647,0,0,0
papers-we-love,Papers from the computer science community to read and discuss.,https://github.com/papers-we-love/papers-we-love,15-12-2013,4089,19-02-2025,5,Shell,434,0,243,243
java-design-patterns,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,09-08-2014,3852,23-02-2025,1,Java,1458,0,942,817
frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,https://github.com/fatedier/frp,21-12-2015,3353,12-02-2025,12,Go,654,101,3703,3645
iptv,Collection of publicly available IPTV channels from all over the world,https://github.com/iptv-org/iptv,14-11-2018,2294,24-02-2025,0,JavaScript,6494,0,9977,9955
thefuck,Magnificent app which corrects your previous console command.,https://github.com/nvbn/thefuck,08-04-2015,3610,19-07-2024,220,Python,481,17,745,471
puppeteer,JavaScript API for Chrome and Firefox,https://github.com/puppeteer/puppeteer,09-05-2017,2848,23-02-2025,1,TypeScript,5144,494,7074,6819
tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",https://github.com/tauri-apps/tauri,13-07-2019,2053,24-02-2025,0,Rust,4804,1000,5215,4260
Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",https://github.com/Hack-with-Github/Awesome-Hacking,30-03-2016,3253,18-01-2025,37,N/A,34,0,0,0
vue-element-admin,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,17-04-2017,2870,24-10-2024,123,Vue,311,49,3597,2357
DeepSeek-V3,Sem descrição,https://github.com/deepseek-ai/DeepSeek-V3,26-12-2024,60,18-02-2025,6,Python,17,0,413,305
pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,https://github.com/pytorch/pytorch,13-08-2016,3117,24-02-2025,0,Python,6001,58,49037,34485
neovim,Vim-fork focused on extensibility and usability,https://github.com/neovim/neovim,31-01-2014,4042,23-02-2025,1,Vim Script,14640,41,12343,10789
every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,https://github.com/mtdvio/every-programmer-should-know,24-08-2017,2741,06-08-2024,202,N/A,99,0,51,22
storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",https://github.com/storybookjs/storybook,18-03-2016,3265,23-02-2025,1,TypeScript,10756,1000,13161,11122
tailwindcss,A utility-first CSS framework for rapid UI development.,https://github.com/tailwindlabs/tailwindcss,06-10-2017,2698,22-02-2025,2,TypeScript,2749,268,3988,3901
Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",https://github.com/microsoft/Web-Dev-For-Beginners,10-11-2020,1567,13-02-2025,11,JavaScript,497,0,295,240
rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",https://github.com/rustdesk/rustdesk,28-09-2020,1610,24-02-2025,0,Rust,3335,28,3300,3252
django,The Web framework for perfectionists with deadlines.,https://github.com/django/django,28-04-2012,4685,23-02-2025,1,Python,9536,0,0,0
nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,https://github.com/nvm-sh/nvm,15-04-2010,5429,06-02-2025,18,Shell,725,68,2254,1954
app-ideas,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,25-02-2019,2191,16-08-2024,192,N/A,149,0,169,43
bitcoin,Bitcoin Core integration/staging tree,https://github.com/bitcoin/bitcoin,19-12-2010,5181,21-02-2025,3,C++,14927,54,8408,8022
svelte,web development for the rest of us,https://github.com/sveltejs/svelte,20-11-2016,3018,21-02-2025,3,JavaScript,5474,393,7977,7202
ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",https://github.com/shadcn-ui/ui,04-01-2023,782,23-02-2025,1,TypeScript,485,37,2807,2015
animate.css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,https://github.com/animate-css/animate.css,12-10-2011,4884,29-07-2024,210,CSS,315,22,873,841
fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",https://github.com/fastapi/fastapi,08-12-2018,2270,22-02-2025,2,Python,2556,200,3463,3411
realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",https://github.com/gothinkster/realworld,26-02-2016,3286,02-12-2024,84,TypeScript,433,0,539,495
NextChat,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,https://github.com/ChatGPTNextWeb/NextChat,10-03-2023,717,21-02-2025,3,TypeScript,869,76,3396,2821
opencv,Open Source Computer Vision Library,https://github.com/opencv/opencv,19-07-2012,4603,21-02-2025,3,C++,12724,65,11009,8442
DeepSeek-R1,Sem descrição,https://github.com/deepseek-ai/DeepSeek-R1,20-01-2025,35,18-02-2025,6,N/A,7,0,408,157
gin,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",https://github.com/gin-gonic/gin,16-06-2014,3906,17-02-2025,7,Go,1046,26,2288,1647
awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",https://github.com/jaywcjlove/awesome-mac,17-07-2016,3144,15-02-2025,9,JavaScript,946,10,452,342
laravel,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",https://github.com/laravel/laravel,08-06-2011,5010,23-02-2025,1,PHP,1608,182,0,0
mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,https://github.com/macrozheng/mall,04-04-2018,2518,18-02-2025,6,Java,1,3,496,481
